"Id","Date","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","SedentaryActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","TotalSleepRecords","TotalMinutesAsleep","TotalTimeInBed","TimeTakenToSleep","DayOfWeek"
1503960366,2016-05-02,14727,9.71000003814697,9.71000003814697,0,3.21000003814697,0.569999992847443,5.92000007629395,0,41,15,277,798,2004,1,277,309,32,"Monday"
1503960366,2016-05-03,15103,9.65999984741211,9.65999984741211,0,3.73000001907349,1.04999995231628,4.88000011444092,0,50,24,254,816,1990,1,273,296,23,"Tuesday"
1503960366,2016-05-04,11100,7.15000009536743,7.15000009536743,0,2.46000003814697,0.870000004768372,3.8199999332428,0,36,22,203,1179,1819,NA,NA,NA,NA,"Wednesday"
1503960366,2016-05-05,14070,8.89999961853027,8.89999961853027,0,2.92000007629395,1.08000004291534,4.88000011444092,0,45,24,250,857,1959,1,247,264,17,"Thursday"
1503960366,2016-05-06,12159,8.02999973297119,8.02999973297119,0,1.97000002861023,0.25,5.80999994277954,0,24,6,289,754,1896,1,334,367,33,"Friday"
1503960366,2016-05-07,11992,7.71000003814697,7.71000003814697,0,2.46000003814697,2.11999988555908,3.13000011444092,0,37,46,175,833,1821,1,331,349,18,"Saturday"
1503960366,2016-05-08,10060,6.57999992370605,6.57999992370605,0,3.52999997138977,0.319999992847443,2.73000001907349,0,44,8,203,574,1740,1,594,611,17,"Sunday"
1503960366,2016-05-09,12022,7.71999979019165,7.71999979019165,0,3.45000004768372,0.529999971389771,3.74000000953674,0,46,11,206,835,1819,1,338,342,4,"Monday"
1503960366,2016-05-10,12207,7.76999998092651,7.76999998092651,0,3.34999990463257,1.1599999666214,3.25999999046326,0,46,31,214,746,1859,1,383,403,20,"Tuesday"
1503960366,2016-05-11,12770,8.13000011444092,8.13000011444092,0,2.55999994277954,1.00999999046326,4.55000019073486,0,36,23,251,669,1783,1,285,306,21,"Wednesday"
1503960366,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,1440,0,NA,NA,NA,NA,"Thursday"
1624580081,2016-04-12,8163,5.30999994277954,5.30999994277954,0,0,0,5.30999994277954,0,0,0,146,1294,1432,NA,NA,NA,NA,"Tuesday"
1624580081,2016-04-13,7007,4.55000019073486,4.55000019073486,0,0,0,4.55000019073486,0,0,0,148,1292,1411,NA,NA,NA,NA,"Wednesday"
1624580081,2016-04-14,9107,5.92000007629395,5.92000007629395,0,0,0,5.90999984741211,0.00999999977648258,0,0,236,1204,1572,NA,NA,NA,NA,"Thursday"
1624580081,2016-04-15,1510,0.980000019073486,0.980000019073486,0,0,0,0.970000028610229,0,0,0,96,1344,1344,NA,NA,NA,NA,"Friday"
1624580081,2016-04-16,5370,3.49000000953674,3.49000000953674,0,0,0,3.49000000953674,0,0,0,176,1264,1463,NA,NA,NA,NA,"Saturday"
1624580081,2016-04-17,6175,4.05999994277954,4.05999994277954,0,1.02999997138977,1.51999998092651,1.49000000953674,0.00999999977648258,15,22,127,1276,1554,NA,NA,NA,NA,"Sunday"
1624580081,2016-04-18,10536,7.40999984741211,7.40999984741211,0,2.15000009536743,0.620000004768372,4.61999988555908,0.00999999977648258,17,7,202,1214,1604,NA,NA,NA,NA,"Monday"
1624580081,2016-04-19,2916,1.89999997615814,1.89999997615814,0,0,0,1.89999997615814,0,0,0,141,1299,1435,NA,NA,NA,NA,"Tuesday"
1624580081,2016-04-20,4974,3.23000001907349,3.23000001907349,0,0,0,3.23000001907349,0,0,0,151,1289,1446,NA,NA,NA,NA,"Wednesday"
1624580081,2016-04-21,6349,4.13000011444092,4.13000011444092,0,0,0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,NA,NA,NA,NA,"Thursday"
1624580081,2016-04-22,4026,2.61999988555908,2.61999988555908,0,0,0,2.59999990463257,0,0,0,199,1241,1470,NA,NA,NA,NA,"Friday"
1624580081,2016-04-23,8538,5.55000019073486,5.55000019073486,0,0,0,5.53999996185303,0.00999999977648258,0,0,227,1213,1562,NA,NA,NA,NA,"Saturday"
1624580081,2016-04-24,6076,3.95000004768372,3.95000004768372,0,1.14999997615814,0.910000026226044,1.88999998569489,0,16,18,185,1221,1617,NA,NA,NA,NA,"Sunday"
1624580081,2016-04-25,6497,4.21999979019165,4.21999979019165,0,0,0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,NA,NA,NA,NA,"Monday"
1624580081,2016-04-26,2826,1.8400000333786,1.8400000333786,0,0,0,1.83000004291534,0.00999999977648258,0,0,140,1300,1402,NA,NA,NA,NA,"Tuesday"
1624580081,2016-04-27,8367,5.44000005722046,5.44000005722046,0,1.11000001430511,1.87000000476837,2.46000003814697,0,17,36,154,1233,1670,NA,NA,NA,NA,"Wednesday"
1624580081,2016-04-28,2759,1.78999996185303,1.78999996185303,0,0,0.200000002980232,1.60000002384186,0,0,5,115,1320,1401,NA,NA,NA,NA,"Thursday"
1624580081,2016-04-29,2390,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,150,1290,1404,NA,NA,NA,NA,"Friday"
1624580081,2016-04-30,6474,4.30000019073486,4.30000019073486,0,0.899999976158142,1.27999997138977,2.11999988555908,0.00999999977648258,11,23,224,1182,1655,NA,NA,NA,NA,"Saturday"
1624580081,2016-05-01,36019,28.0300006866455,28.0300006866455,0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690,NA,NA,NA,NA,"Sunday"
1624580081,2016-05-02,7155,4.92999982833862,4.92999982833862,0,0.860000014305115,0.589999973773956,3.47000002861023,0,7,6,166,1261,1497,NA,NA,NA,NA,"Monday"
1624580081,2016-05-03,2100,1.37000000476837,1.37000000476837,0,0,0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,NA,NA,NA,NA,"Tuesday"
1624580081,2016-05-04,2193,1.42999994754791,1.42999994754791,0,0,0,1.41999995708466,0,0,0,118,1322,1368,NA,NA,NA,NA,"Wednesday"
1624580081,2016-05-05,2470,1.61000001430511,1.61000001430511,0,0,0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,NA,NA,NA,NA,"Thursday"
1624580081,2016-05-06,1727,1.12000000476837,1.12000000476837,0,0,0,1.12000000476837,0.00999999977648258,0,0,102,1338,1341,NA,NA,NA,NA,"Friday"
1624580081,2016-05-07,2104,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,182,1258,1474,NA,NA,NA,NA,"Saturday"
1624580081,2016-05-08,3427,2.23000001907349,2.23000001907349,0,0,0,2.22000002861023,0,0,0,152,1288,1427,NA,NA,NA,NA,"Sunday"
1624580081,2016-05-09,1732,1.12999999523163,1.12999999523163,0,0,0,1.12999999523163,0,0,0,91,1349,1328,NA,NA,NA,NA,"Monday"
1624580081,2016-05-10,2969,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,139,1301,1393,NA,NA,NA,NA,"Tuesday"
1624580081,2016-05-11,3134,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,112,1328,1359,NA,NA,NA,NA,"Wednesday"
1624580081,2016-05-12,2971,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,107,890,1002,NA,NA,NA,NA,"Thursday"
1644430081,2016-04-12,10694,7.76999998092651,7.76999998092651,0,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,1131,3199,NA,NA,NA,NA,"Tuesday"
1644430081,2016-04-13,8001,5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,2902,NA,NA,NA,NA,"Wednesday"
1644430081,2016-04-14,11037,8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,3226,NA,NA,NA,NA,"Thursday"
1644430081,2016-04-15,5263,3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,2750,NA,NA,NA,NA,"Friday"
1644430081,2016-04-16,15300,11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,3493,NA,NA,NA,NA,"Saturday"
1644430081,2016-04-17,8757,6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,3011,NA,NA,NA,NA,"Sunday"
1644430081,2016-04-18,7132,5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,2806,NA,NA,NA,NA,"Monday"
1644430081,2016-04-19,11256,8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,3300,NA,NA,NA,NA,"Tuesday"
1644430081,2016-04-20,2436,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,2430,NA,NA,NA,NA,"Wednesday"
1644430081,2016-04-21,1223,0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,2140,NA,NA,NA,NA,"Thursday"
1644430081,2016-04-22,3673,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,2344,NA,NA,NA,NA,"Friday"
1644430081,2016-04-23,6637,4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,1265,2677,NA,NA,NA,NA,"Saturday"
1644430081,2016-04-24,3321,2.41000008583069,2.41000008583069,0,0,0,2.41000008583069,0,0,0,89,1351,2413,NA,NA,NA,NA,"Sunday"
1644430081,2016-04-25,3580,2.59999990463257,2.59999990463257,0,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,1337,2497,NA,NA,NA,NA,"Monday"
1644430081,2016-04-26,9919,7.21000003814697,7.21000003814697,0,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,1165,3123,NA,NA,NA,NA,"Tuesday"
1644430081,2016-04-27,3032,2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,118,1322,2489,NA,NA,NA,NA,"Wednesday"
1644430081,2016-04-28,9405,6.84000015258789,6.84000015258789,0,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,1157,3108,NA,NA,NA,NA,"Thursday"
1644430081,2016-04-29,3176,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,120,1193,2498,1,119,127,8,"Friday"
1644430081,2016-04-30,18213,13.2399997711182,13.2399997711182,0,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,3846,1,124,142,18,"Saturday"
1644430081,2016-05-01,6132,4.46000003814697,4.46000003814697,0,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,2696,NA,NA,NA,NA,"Sunday"
1644430081,2016-05-02,3758,2.73000001907349,2.73000001907349,0,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,2580,1,796,961,165,"Monday"
1644430081,2016-05-03,12850,9.34000015258789,9.34000015258789,0,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,1115,3324,NA,NA,NA,NA,"Tuesday"
1644430081,2016-05-04,2309,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222,NA,NA,NA,NA,"Wednesday"
1644430081,2016-05-05,4363,3.19000005722046,3.19000005722046,0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,2463,NA,NA,NA,NA,"Thursday"
1644430081,2016-05-06,9787,7.11999988555908,7.11999988555908,0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328,NA,NA,NA,NA,"Friday"
1644430081,2016-05-07,13372,9.72000026702881,9.72000026702881,0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,3404,NA,NA,NA,NA,"Saturday"
1644430081,2016-05-08,6724,4.8899998664856,4.8899998664856,0,0,0,4.88000011444092,0,0,0,295,991,2987,1,137,154,17,"Sunday"
1644430081,2016-05-09,6643,4.82999992370605,4.82999992370605,0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,3008,NA,NA,NA,NA,"Monday"
1644430081,2016-05-10,9167,6.65999984741211,6.65999984741211,0,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,1254,2799,NA,NA,NA,NA,"Tuesday"
1644430081,2016-05-11,1329,0.970000028610229,0.970000028610229,0,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,1276,NA,NA,NA,NA,"Wednesday"
1844505072,2016-04-12,6697,4.42999982833862,4.42999982833862,0,0,0,4.42999982833862,0,0,0,339,1101,2030,NA,NA,NA,NA,"Tuesday"
1844505072,2016-04-13,4929,3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,1192,1860,NA,NA,NA,NA,"Wednesday"
1844505072,2016-04-14,7937,5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,2130,NA,NA,NA,NA,"Thursday"
1844505072,2016-04-15,3844,2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,1725,1,644,961,317,"Friday"
1844505072,2016-04-16,3414,2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,1293,1657,NA,NA,NA,NA,"Saturday"
1844505072,2016-04-17,4525,2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,1793,NA,NA,NA,NA,"Sunday"
1844505072,2016-04-18,4597,3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,1814,NA,NA,NA,NA,"Monday"
1844505072,2016-04-19,197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,1430,1366,NA,NA,NA,NA,"Tuesday"
1844505072,2016-04-20,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1349,NA,NA,NA,NA,"Wednesday"
1844505072,2016-04-21,8054,5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,2062,NA,NA,NA,NA,"Thursday"
1844505072,2016-04-22,5372,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,1220,1827,NA,NA,NA,NA,"Friday"
1844505072,2016-04-23,3570,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,1301,1645,NA,NA,NA,NA,"Saturday"
1844505072,2016-04-24,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,"Sunday"
1844505072,2016-04-25,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,"Monday"
1844505072,2016-04-26,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,"Tuesday"
1844505072,2016-04-27,4,0,0,0,0,0,0,0,0,0,1,1439,1348,NA,NA,NA,NA,"Wednesday"
1844505072,2016-04-28,6907,4.57000017166138,4.57000017166138,0,0,0,4.55999994277954,0,0,0,302,1138,1992,NA,NA,NA,NA,"Thursday"
1844505072,2016-04-29,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,NA,NA,NA,NA,"Friday"
1844505072,2016-04-30,4014,2.67000007629395,2.67000007629395,0,0,0,2.65000009536743,0,0,0,184,218,1763,1,722,961,239,"Saturday"
1844505072,2016-05-01,2573,1.70000004768372,1.70000004768372,0,0,0.259999990463257,1.45000004768372,0,0,7,75,585,1541,1,590,961,371,"Sunday"
1844505072,2016-05-02,0,0,0,0,0,0,0,0,0,0,0,1440,1348,NA,NA,NA,NA,"Monday"
1844505072,2016-05-03,4059,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,184,1256,1742,NA,NA,NA,NA,"Tuesday"
1844505072,2016-05-04,2080,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,87,1353,1549,NA,NA,NA,NA,"Wednesday"
1844505072,2016-05-05,2237,1.48000001907349,1.48000001907349,0,0,0,1.48000001907349,0,0,0,120,1320,1589,NA,NA,NA,NA,"Thursday"
1844505072,2016-05-06,44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,1438,1351,NA,NA,NA,NA,"Friday"
1844505072,2016-05-07,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,"Saturday"
1844505072,2016-05-08,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,"Sunday"
1844505072,2016-05-09,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,"Monday"
1844505072,2016-05-10,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,"Tuesday"
1844505072,2016-05-11,0,0,0,0,0,0,0,0,0,0,0,1440,1347,NA,NA,NA,NA,"Wednesday"
1844505072,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,711,665,NA,NA,NA,NA,"Thursday"
1927972279,2016-04-12,678,0.469999998807907,0.469999998807907,0,0,0,0.469999998807907,0,0,0,55,734,2220,3,750,775,25,"Tuesday"
1927972279,2016-04-13,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,1,398,422,24,"Wednesday"
1927972279,2016-04-14,2163,1.5,1.5,0,0,0.400000005960464,1.10000002384186,0,0,9,88,1292,2383,NA,NA,NA,NA,"Thursday"
1927972279,2016-04-15,980,0.680000007152557,0.680000007152557,0,0,0,0.680000007152557,0,0,0,51,941,2221,2,475,499,24,"Friday"
1927972279,2016-04-16,0,0,0,0,0,0,0,0,0,0,0,1440,2064,NA,NA,NA,NA,"Saturday"
1927972279,2016-04-17,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,"Sunday"
1927972279,2016-04-18,244,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,17,1423,2111,NA,NA,NA,NA,"Monday"
1927972279,2016-04-19,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,"Tuesday"
1927972279,2016-04-20,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,"Wednesday"
1927972279,2016-04-21,0,0,0,0,0,0,0,0,0,0,0,1440,2064,NA,NA,NA,NA,"Thursday"
1927972279,2016-04-22,149,0.100000001490116,0.100000001490116,0,0,0,0.100000001490116,0,0,0,10,1430,2093,NA,NA,NA,NA,"Friday"
1927972279,2016-04-23,2945,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,145,1295,2499,NA,NA,NA,NA,"Saturday"
1927972279,2016-04-24,2090,1.45000004768372,1.45000004768372,0,0.0700000002980232,0.239999994635582,1.13999998569489,0,1,6,75,1358,2324,NA,NA,NA,NA,"Sunday"
1927972279,2016-04-25,152,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,1303,2100,NA,NA,NA,NA,"Monday"
1927972279,2016-04-26,3761,2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,192,1058,2638,1,296,315,19,"Tuesday"
1927972279,2016-04-27,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,"Wednesday"
1927972279,2016-04-28,1675,1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,95,1167,2351,1,166,178,12,"Thursday"
1927972279,2016-04-29,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,"Friday"
1927972279,2016-04-30,0,0,0,0,0,0,0,0,0,0,0,1440,2064,NA,NA,NA,NA,"Saturday"
1927972279,2016-05-01,2704,1.87000000476837,1.87000000476837,0,1.00999999046326,0.0299999993294477,0.829999983310699,0,14,1,70,1355,2411,NA,NA,NA,NA,"Sunday"
1927972279,2016-05-02,3790,2.61999988555908,2.61999988555908,0,1.1599999666214,0.300000011920929,1.1599999666214,0,16,8,94,1322,2505,NA,NA,NA,NA,"Monday"
1927972279,2016-05-03,1326,0.920000016689301,0.920000016689301,0,0.730000019073486,0,0.180000007152557,0,10,0,17,1413,2195,NA,NA,NA,NA,"Tuesday"
1927972279,2016-05-04,1786,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,87,1353,2338,NA,NA,NA,NA,"Wednesday"
1927972279,2016-05-05,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,"Thursday"
1927972279,2016-05-06,2091,1.45000004768372,1.45000004768372,0,0,0,1.45000004768372,0,0,0,108,1332,2383,NA,NA,NA,NA,"Friday"
1927972279,2016-05-07,1510,1.03999996185303,1.03999996185303,0,0,0,1.03999996185303,0,0,0,48,1392,2229,NA,NA,NA,NA,"Saturday"
1927972279,2016-05-08,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,"Sunday"
1927972279,2016-05-09,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,"Monday"
1927972279,2016-05-10,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,"Tuesday"
1927972279,2016-05-11,0,0,0,0,0,0,0,0,0,0,0,1440,2063,NA,NA,NA,NA,"Wednesday"
1927972279,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,966,1383,NA,NA,NA,NA,"Thursday"
2022484408,2016-04-12,11875,8.34000015258789,8.34000015258789,0,3.30999994277954,0.769999980926514,4.26000022888184,0,42,14,227,1157,2390,NA,NA,NA,NA,"Tuesday"
2022484408,2016-04-13,12024,8.5,8.5,0,2.99000000953674,0.100000001490116,5.40999984741211,0,43,5,292,1100,2601,NA,NA,NA,NA,"Wednesday"
2022484408,2016-04-14,10690,7.5,7.5,0,2.48000001907349,0.209999993443489,4.82000017166138,0,32,3,257,1148,2312,NA,NA,NA,NA,"Thursday"
2022484408,2016-04-15,11034,8.02999973297119,8.02999973297119,0,1.94000005722046,0.310000002384186,5.78000020980835,0,27,9,282,1122,2525,NA,NA,NA,NA,"Friday"
2022484408,2016-04-16,10100,7.09000015258789,7.09000015258789,0,3.15000009536743,0.550000011920929,3.39000010490417,0,41,11,151,1237,2177,NA,NA,NA,NA,"Saturday"
2022484408,2016-04-17,15112,11.3999996185303,11.3999996185303,0,3.86999988555908,0.660000026226044,6.88000011444092,0,28,29,331,1052,2782,NA,NA,NA,NA,"Sunday"
2022484408,2016-04-18,14131,10.0699996948242,10.0699996948242,0,3.64000010490417,0.119999997317791,6.30000019073486,0,48,3,311,1078,2770,NA,NA,NA,NA,"Monday"
2022484408,2016-04-19,11548,8.52999973297119,8.52999973297119,0,3.28999996185303,0.239999994635582,5,0,31,7,250,1152,2489,NA,NA,NA,NA,"Tuesday"
2022484408,2016-04-20,15112,10.6700000762939,10.6700000762939,0,3.33999991416931,1.92999994754791,5.40000009536743,0,48,63,276,1053,2897,NA,NA,NA,NA,"Wednesday"
2022484408,2016-04-21,12453,8.73999977111816,8.73999977111816,0,3.32999992370605,1.11000001430511,4.30999994277954,0,104,53,255,1028,3158,NA,NA,NA,NA,"Thursday"
2022484408,2016-04-22,12954,9.32999992370605,9.32999992370605,0,4.42999982833862,0.419999986886978,4.46999979019165,0,52,10,273,1105,2638,NA,NA,NA,NA,"Friday"
2022484408,2016-04-23,6001,4.21000003814697,4.21000003814697,0,0,0,4.21000003814697,0,0,0,249,1191,2069,NA,NA,NA,NA,"Saturday"
2022484408,2016-04-24,13481,10.2799997329712,10.2799997329712,0,4.55000019073486,1.14999997615814,4.57999992370605,0,37,26,216,1161,2529,NA,NA,NA,NA,"Sunday"
2022484408,2016-04-25,11369,8.01000022888184,8.01000022888184,0,3.32999992370605,0.219999998807907,4.46000003814697,0,44,8,217,1171,2470,NA,NA,NA,NA,"Monday"
2022484408,2016-04-26,10119,7.19000005722046,7.19000005722046,0,1.42999994754791,0.660000026226044,5.1100001335144,0,55,24,275,1086,2793,NA,NA,NA,NA,"Tuesday"
2022484408,2016-04-27,10159,7.13000011444092,7.13000011444092,0,1.03999996185303,0.970000028610229,5.11999988555908,0,19,20,282,1119,2463,NA,NA,NA,NA,"Wednesday"
